ID,IsDefault
A9C3F4CA-66BF-44EE-8C38-1C50D0751CD1-500,0.5033333333333333
A9C93D6B-8625-48EE-9E05-EB63256DEEA6-500,0.41333333333333333
A9D12F62-35D5-44DE-8446-B8C2E4A5E938-750,0.24333333333333335
A9D3EC9F-B3EB-4A56-8BC6-4614A1C42FE2-600,0.19666666666666666
A9D54EF9-3CBA-4481-80B2-59FD92BB60D9-700,0.16333333333333333
A9D8D5D1-C59F-4C78-AF37-1DA4A9D4D1FC-750,0.8933333333333333
A9D9A46A-D825-4F84-9E21-8F09352E93AF-600,0.47
A9DDD331-06FB-41D9-ADDD-318E2530ECD8-750,0.07666666666666666
A9E034FA-C91A-45F9-B69E-F765A67E3C2E-750,0.07666666666666666
A9E36B32-D292-4C8A-948B-B33CB1EDA176-500,0.16666666666666666
A9E506C3-F9FD-492E-AFDD-A4F834EC12CA-500,0.17
A9EB79A0-A867-4922-8086-A49ABD15A94A-750,0.056666666666666664
A9F6AA4C-22EB-4636-B53C-49618BDA8D4A-500,0.4266666666666667
A9F7E630-7EB3-4AED-BD23-42EEC5315AFF-500,0.4533333333333333
A9FABD5A-367E-4953-9EDF-FAC944A1DB9F-1000,0.17
A9FEBEF3-060C-4F49-86B4-104938FCBC8C-500,0.21666666666666667
AA006E97-7CB9-465F-ADBD-33FBF1DE7336-750,0.13
AA016240-186B-4343-8F0E-872698ADF8B6-750,0.14
AA0F5F80-923E-4FFE-B869-00E73C729DF7-600,0.98
AA14133F-843C-497F-A434-27ECE79A3AD3-700,0.13333333333333333
AA181ECB-5F87-45E4-9BE6-7BBE2DC653CD-500,0.3233333333333333
AA1B2F92-197D-4D18-B486-900E6911E93E-500,0.62
AA1FAC9E-8850-4C23-AE5B-65EFED19A2B7-500,0.54
AA20313B-0CC0-4DFD-9938-85F78B8CA193-1000,0.13
AA22F3BF-6CEB-45B3-8A20-95A78BE185F1-500,0.16333333333333333
AA2B48A3-760F-43BA-8D1E-F71A71D91D17-1250,0.17666666666666667
AA2BE88C-87CE-4729-AFF1-CB302089EF93-750,0.2866666666666667
AA2F1985-F19D-4746-9CA3-28803F70EE48-600,0.23666666666666666
AA322F54-4786-42ED-B8FA-8986B6654459-500,0.36666666666666664
AA32C153-7A99-4DEA-BAFD-04400A6B94DD-750,0.09666666666666666
AA32DF0E-8D5F-434B-8D75-CF577259CFDE-750,0.14
AA3C868D-BEF9-40BF-9A6A-9F4EFB414A74-750,0.8766666666666667
AA3C9835-463D-4D2A-96E4-548248B82D30-250,0.08
AA3C9F32-1FE1-4758-9B79-5206B2A9E850-500,0.07666666666666666
AA3EF4D5-AF9C-4A03-B9D6-5A826245641F-500,0.31
AA422806-97B7-4053-B6C3-74A6B31362F1-600,0.16
AA438437-D46F-46B7-9CB2-5A85D4B0BAAA-750,0.29333333333333333
AA44133C-9F71-466C-B529-6FBD2F9C3748-750,0.17
AA476755-043E-405A-8A5E-2DBE0CE89E8E-300,0.29
AA4A1DE4-D165-48B5-A8D8-B365D324DAE0-700,0.9933333333333333
AA4D3590-A863-45FE-A742-A22E98B9DFDA-500,0.13333333333333333
AA5204F0-9572-4E58-AE53-A901D8351937-600,0.8366666666666667
AA5444BB-DA2C-4D38-91CB-907A780A8B4A-500,0.22
AA54DCFB-83DD-49CF-8153-9C42D14B6C8F-500,0.18666666666666668
AA55C7FD-4F4F-40E6-893A-31CAA935A9FA-600,0.18666666666666668
AA5E1CD0-1895-479C-9E99-20E9D9DB7F26-700,0.8566666666666667
AA6168D0-001F-40D0-B590-A41B168451B6-750,0.22
AA6EAB0B-8401-4ED6-A8D4-E7B4F12D1622-700,0.99
AA6F7ED3-D2E4-45DC-8562-859F773B5A93-1000,0.11333333333333333
AA7AD18F-307B-4A96-846E-0425FD987996-500,0.3433333333333333
AA82F0CF-97BE-45BD-8200-49C5F1ABFB92-750,0.3933333333333333
AA891CF1-3B5A-4653-B3D2-A91F32A48704-750,0.056666666666666664
AA8C0220-7989-403B-A136-3CE8695528C5-750,0.23333333333333334
AA8CFDC0-CB25-474C-8EDC-89400E5B6CB3-500,0.21333333333333335
AA9F3A9F-BD50-4A27-862C-D14733D8F4C6-250,0.32666666666666666
AAABED2B-E2ED-46DD-A6D3-98F7EE22E10F-250,0.12
AAAC4590-70DF-425E-AFA3-080DECEAA7EF-250,0.47333333333333333
AAAEF402-23DD-4A8E-83EC-4ABF99097436-500,0.2733333333333333
AAB1554F-8CF1-4E2A-A94E-D501C27AAE94-700,0.31333333333333335
AAB2A3F0-3E50-47C8-91DA-FB7D31511B3A-750,0.05333333333333334
AAB3E49D-2ED2-4506-A4B1-57B279E416DE-750,0.03
AAB70F3F-EA8F-48E9-A85B-A344E485DD72-500,0.41
AAB78F9B-134C-40B4-ADE8-6DC50A783D2B-750,0.6033333333333334
AAB94A74-E34A-4A0A-9F0D-FD8C3B6B879C-750,0.17666666666666667
AAC28C5E-76B9-467F-906E-FF5A7F39C9C3-750,0.04666666666666667
AAC3A41B-D90F-4A21-BCC5-691B3952117C-750,0.8433333333333334
AAC45E07-1FC8-4432-A345-50ECF63982A8-750,0.21666666666666667
AAC82D27-D308-4F11-9341-2A0C49412623-300,0.36666666666666664
AACD0606-E895-4CB5-A25B-7D147676F608-1000,0.06
AAD11C09-5A46-41C2-8CA0-FFC5F656F5A5-500,0.49666666666666665
AAD52586-8A27-4038-B5B1-EE180F6A1ADA-500,0.09333333333333334
AAD7F073-02F5-4AF8-974C-6B170E9EB76F-850,0.13333333333333333
AAD8A85E-9BEA-42BE-A57A-E3447117E6E6-500,0.42
AAD9E2C7-7B30-4057-B8B6-F6D1C52EE22D-500,0.27
AADAAA3E-E74C-4107-B47B-4554FC885E48-250,0.16666666666666666
AADAF8C8-F574-4835-98AC-9A71ABE7CBD7-500,0.21333333333333335
AADBF247-3DA5-4ABE-82F7-F4621FB2F151-500,0.3433333333333333
AAF0CD9E-12CE-4CDE-8573-171CBB78D5A4-1000,0.02
AAF3444D-022B-47AB-8A03-4A505B78856C-750,0.16333333333333333
AAF77384-2BCE-4CBC-9F6D-559492F2B56F-500,0.18666666666666668
AAF87CA6-B74C-4B41-AC4E-99C5323A1C02-500,0.31666666666666665
AAFE088A-A93E-4B26-9A9C-CA0793C37280-300,0.22
AB0192D5-2122-4C12-B5DB-E320FB1B7F23-750,0.03666666666666667
AB069319-81D9-4F98-85CA-4EC5D3889A2D-500,0.47333333333333333
AB0AB83E-6100-440C-AC95-2BB9B5114447-400,0.3233333333333333
AB0F39BC-AC71-4423-8CC7-771716B75981-850,0.23333333333333334
AB153E00-C24B-4A1C-B768-F1AEEA14BD6D-500,0.31666666666666665
AB15AFA3-60F4-45F3-BA59-EC7FF35F633A-750,0.39
AB16EE2C-8EB2-4D73-BD57-7E6DFF5D9B2A-500,0.39
AB176900-E6BE-4268-AD75-7082B75ECD2C-1000,0.20666666666666667
AB19479F-D237-4953-97B6-E2FBF1FE42BC-1000,0.09333333333333334
AB1FFB90-BF80-4C9B-9530-4B3A87305D01-750,0.16666666666666666
AB20CB86-D682-4523-AE0D-8908C1F90B82-1000,0.04666666666666667
AB22A3BD-F3ED-4AFD-BECE-61DDFF8446C4-700,0.2866666666666667
AB22A5CE-4C3D-4948-BB8D-F00A7736DC23-500,0.37
AB27AE17-30CD-42E2-9880-73848D683AF4-600,0.37333333333333335
AB27FE5A-0154-41B0-BEF7-658EF2FF11FD-750,0.29
AB2D1ED6-B3A2-442E-90A3-0A04000EC525-750,0.21
AB3A0AD3-743F-4BDA-B815-8C141F4D97BD-750,0.31
AB411A2E-5F32-40BF-AB2F-50181A0571C4-500,0.043333333333333335
AB4953E2-D70E-49C0-BFA3-F1FE08404690-600,0.9566666666666667
AB4C5080-7710-4BCF-BD36-188B7F0A2974-750,0.03
AB53586B-A7C0-4C11-9A86-F243C3A71F31-500,0.45
AB632E21-65E5-4702-8730-95AAB7108777-750,0.6133333333333333
AB676E67-BC4A-478D-A7EC-64CFD07DCD94-500,0.44
AB6836A4-F10D-4310-AFB6-92DA9B4C3F1A-500,0.31666666666666665
AB6CB2AF-0896-424C-8B0E-23894B408EC8-500,0.6333333333333333
AB6D912F-39A3-4322-9827-8AC8AA6B67F1-250,0.38666666666666666
AB79E001-42E4-4A36-91CF-88746A5C2EDC-500,0.9466666666666667
AB7C8AEA-9234-401E-839A-BA28AF8ABA86-750,0.09
AB7D04D3-33A9-4148-8D2C-E36174BBD636-500,0.39666666666666667
AB7EEB0D-F7A3-4981-BC18-48AD2761292F-500,0.2966666666666667
AB805A33-78C9-473F-9869-7E99B0A50052-500,0.4866666666666667
AB85FA2C-1EDA-4E60-8457-787E0A516471-1250,0.25
AB8AC689-FEBE-450A-93EB-6866D40FD60A-500,0.43666666666666665
AB97ED1F-CEDD-4C5D-A8CE-2DC02BCD17C4-500,0.2633333333333333
AB9A9DE6-49EE-491E-B41B-D8025F49DF86-1000,0.02666666666666667
ABA17FDC-00D6-408E-BB8B-5866F6E2480C-500,0.44666666666666666
ABA40344-F3D9-4BB0-BD79-F5981FF4258C-600,0.11666666666666667
ABA5B922-6764-480A-98C1-516E597FF2A1-750,0.19
ABAC4856-1A41-4EB8-8163-3CFA82476F3D-1000,0.14
ABAF826B-3317-4C04-BFFE-24D0A57C4BDE-750,0.19666666666666666
ABB431A5-A7A3-48CA-A426-6B5606B17185-1000,0.13
ABB5B5CA-C3C5-4837-970A-F28B4267754F-1000,0.043333333333333335
ABC52F7E-E9EB-4A74-B9A2-1D9612B91256-750,0.17666666666666667
ABD02EC4-FFC8-4A06-958B-0FF6A7F52DB7-500,0.67
ABD10848-1486-436F-99C9-9B428C247B0F-500,0.4033333333333333
ABD28F8D-3EDB-4211-8AE9-6805458C43C0-500,0.49333333333333335
ABD316FB-E2B7-48B6-B26C-ABDCAB6F1004-1000,0.18333333333333332
ABD68505-82D0-48FA-AB7A-F88F6E7CCA94-500,0.5
ABD80D2A-C285-485C-822C-1B1163E285DE-850,0.17666666666666667
ABDD4955-083F-4B8C-9C87-CCCCDCD62D9D-700,0.2866666666666667
ABE2487D-1ADA-4E71-AB23-555243876324-750,0.08333333333333333
ABE385CC-2223-46F0-896E-F60C9049BF7E-750,0.54
ABE8269F-F71C-436E-B816-F5745E9C3672-750,0.12
ABE84601-D7C4-4258-A9AC-A33708060F9B-750,0.19666666666666666
ABE9B4E2-4689-46DB-A689-1CD0F3EE4DED-500,0.4866666666666667
ABEBB662-7799-44ED-A6A0-C26FD1488792-500,0.85
ABEE4761-25A4-47D3-83CF-A6F79B44B407-250,0.15
ABEEAC17-EE73-4AD4-A877-A499CA21251E-400,0.27
ABF7F80D-15F4-4B63-9486-E0484BAF29AC-500,0.2733333333333333
ABFB87F1-154A-4922-A83C-D7C06E30F188-750,0.13333333333333333
ABFF3A7C-9A6D-4F20-BA57-670727B1646C-300,0.3933333333333333
AC014849-EFB3-455F-A234-0991AA9B386B-250,0.21666666666666667
AC033BAA-D8A5-43AE-BBC1-C4984D3B5FC3-500,0.27
AC0890CB-2F6A-44F5-9ACC-34EE4AFD3F54-500,0.36
AC0AE21F-C5BF-4897-A2FF-20595D132C06-500,0.8933333333333333
AC0B84BB-CA10-44A2-99E6-662D9C5A2C8C-500,0.32666666666666666
AC16EE95-F19C-4033-A5C8-C06F85010075-750,0.09333333333333334
AC26461C-794A-4345-B662-73B26BA2C238-500,0.69
AC267AED-3047-47D1-84CD-24E6E469418C-750,0.01
AC2F928E-83A6-4B5D-84A7-03D61220EE10-500,0.4266666666666667
AC2FE820-1842-4BC7-AAB0-C842F3D1685A-700,0.14
AC33C1F9-B4AD-4980-9A0C-D1A80C1631C1-750,0.17666666666666667
AC393D1F-DC9B-4CCB-B799-F5E5FBE95660-500,0.4533333333333333
AC3F9DC5-8DD1-44B2-AA60-1B095975D6F7-750,0.35
AC4756C1-CD9A-48AB-AA30-79BAADD6E33F-500,0.22
AC488684-4EF6-43EC-A3D0-210C84F43AFE-500,0.27666666666666667
AC48D498-8B9B-4590-98A0-C31A831D713D-500,0.47333333333333333
AC49260F-FD1E-4BE0-A8D5-3592EE2057C8-500,0.38333333333333336
AC495F79-544B-499D-AFC5-21D73B505589-500,0.49666666666666665
AC4B4C93-ED59-4F13-BC2B-814ED4696B5A-750,0.19333333333333333
AC54F13C-09C3-4C14-A6CF-48C2745E791F-500,0.21666666666666667
AC6797CD-AEE7-4320-B65D-73DF7F7615AF-750,0.09666666666666666
AC6B1909-A1F1-4188-9A44-E2ED2117A500-500,0.19333333333333333
AC6C9BAD-6582-4E9E-89AE-6D06E22B6514-500,0.34
AC6F63BF-315E-4407-A150-A225DBA5614C-300,0.5766666666666667
AC74A1DD-6AB4-4CA8-BCB7-D4F14C58F5F0-750,0.33
AC784653-ADD6-40F7-9BD8-8B8618799A28-600,0.22
AC78FB51-CD91-4082-AD80-C2B4610F773F-600,0.20666666666666667
AC91254A-F121-416B-A240-CBC71DF94AC8-600,0.5766666666666667
AC91284F-3C04-4EF9-8D23-6ED4A68B480F-500,0.42
AC915749-8588-4B04-BB1B-1D6C52D7B227-500,0.35
AC918A50-43AD-4C60-AA98-F53A4011AFF3-500,0.12
AC926E96-CBBA-4975-ACC2-6A5A66A311C2-700,0.44
AC9D9A64-34F4-483A-9B6F-2E4244E7AF90-500,0.25
ACA14CF4-412E-4C95-A2D1-19430ABFB851-750,0.05
ACA84B1F-A3CD-4F16-A091-7F8CA091FCB3-500,0.96
ACACB90B-F0AB-4F17-9815-EA1A95C35FAA-750,0.17333333333333334
ACB21976-730E-4AA7-92B1-67218A0EBBB7-500,0.44333333333333336
ACB8AF08-DDBD-478C-AF8F-49161B575C18-750,0.31
ACB8FCB1-07A4-4C9B-A4F6-11CDAA16CE0F-250,0.12333333333333334
ACBBA972-4CC6-4108-A36B-5D16809FF00F-600,0.29
ACBBE15F-DE8E-4FCE-914C-ADC4984DF07A-600,0.39666666666666667
ACC07A09-D3F3-436E-B2E7-E1A75C285CB6-500,0.25666666666666665
ACC125C8-1138-48F0-8418-71A4279AAD64-1250,0.07666666666666666
ACC8C317-DC60-4155-9396-98883D988A92-750,0.4633333333333333
ACCE1572-8C04-4DBF-A557-75F1676CB353-500,0.43333333333333335
ACD57733-5F41-4C25-A366-69BBB8C1F470-750,0.06333333333333334
ACD6CC7F-3A5A-41BF-AA61-4E9541A4D7AD-750,0.17666666666666667
ACDC402B-D296-4ECE-9245-B156B71DAACB-500,0.47333333333333333
ACE11FC0-ED10-41E9-87C6-12A5BC076021-750,0.27
ACE52FDB-9C01-4187-BEEE-5E2A1719EEB2-500,0.36
ACE7CB9B-69D6-476D-A46B-FBF27E745D99-500,0.3433333333333333
ACEA19B8-5313-48E3-9FE9-334A190FAAD3-250,0.23
ACEA3939-620F-4133-BA1D-29E768DCAA9E-1000,0.08
ACEAF576-F3E8-45F2-BE28-8C4FDF8125D2-600,0.30666666666666664
ACEC0DD2-2336-4D95-9B1A-90AB2BD33843-750,0.03
ACF3E385-5D9C-4B91-928C-C9212CA3C049-750,0.07
ACF4EB93-07FC-40B9-92DB-980518580840-600,0.15666666666666668
ACF4F664-F28E-4DE1-98EC-6E8374BE225D-500,0.6466666666666666
ACF67E2C-14CF-4358-834A-76526020828C-750,0.06
ACF87BC8-E841-4BB0-9E02-55A4BBB60741-750,0.24333333333333335
ACFB6A35-E7A3-4A9B-9055-031A51475A25-500,0.9366666666666666
AD0ADE9B-4C9D-40FB-BFA6-9A8448139ADE-750,0.08666666666666667
AD0B0B0D-5004-45DE-9E41-B009E3383ABB-750,0.24
AD0EB7B5-A339-40D4-ABCE-32282300769F-750,0.21333333333333335
